rank,level,server,guild,character
1,100,Virba2,,みんな元気でね
2,99,Virba2,Oblivion,wasabi5
3,99,Virba2,Oblivion,楓渚
4,99,Virba2,Oblivion,佐天涙子のよっ友
5,99,Virba4,朧桜,もんすーん
6,98,Virba4,血盟騎士団,えるむ
7,98,Virba3,月花町の安らげ荘,善良なノヴァ
8,97,Virba2,Oblivion,のりちん
9,97,Virba2,Oblivion,ざっこ
10,97,Virba1,サーフィス,指宿
11,97,Virba3,月花町の安らげ荘,ひまちゃん
12,97,Virba2,Oblivion,あまとぅー
13,97,Virba2,Oblivion,元すもうぶ
14,97,Virba2,Oblivion,いぼぢん
15,97,Virba4,Harmony,駄馬頭琴
16,97,Virba4,朧桜,yuユタta
17,97,Virba1,サーフィス,鴉鬼
18,97,Virba1,サーフィス,Quixotic
19,97,Virba2,Oblivion,エルフスキー
20,97,Virba2,Oblivion,ーブロニキー
21,97,Virba2,Oblivion,ーBambiー
22,97,Virba4,Harmony,ける
23,97,Virba2,Abyss,プトティラ
24,97,Virba3,,Qinte
25,97,Virba4,月華,きよきよしい
26,97,Virba1,Lamium,ホー助君DXsp
27,97,Virba4,朧桜,RaitaN
28,97,Virba2,Oblivion,いずみ
29,97,Virba4,Harmony,へっぽこ牧太郎
30,97,Virba4,朧桜,ミケーレ
31,97,Virba1,サーフィス,RONTAMA
32,97,Virba1,NoWords,Bye
33,97,Virba4,朧桜,うりりん
34,97,Virba4,Harmony,おすぎとぴーこ
35,97,Virba4,Harmony,じぇけ
36,97,Virba4,Harmony,でんでん太鼓
37,97,Virba2,Oblivion,ゆめっち
38,97,Virba4,猫と愉快な仲間,邪夢JAM
39,97,Virba4,朧桜,ーAMIー
40,97,Virba2,Abyss,ぷちにゃんこ
41,97,Virba4,朧桜,UEPOM
42,97,Virba4,Harmony,ジゼルタ
43,97,Virba4,猫と愉快な仲間,oニケo
44,97,Virba2,Oblivion,ーArroWー
45,97,Virba2,Oblivion,張遼
46,97,Virba4,朧桜,魔天ノ人
47,97,Virba4,Harmony,床calmato
48,97,Virba2,Oblivion,原田マハラジャ
49,97,Virba2,Oblivion,狂ちゃん
50,97,Virba1,サーフィス,UKA
51,97,Virba4,猫と愉快な仲間,あられみっくす
52,97,Virba2,Oblivion,ShinShin
53,97,Virba1,サーフィス,アルシア
54,97,Virba2,Oblivion,れもちゃん
55,97,Virba4,猫と愉快な仲間,Ehekatl
56,97,Virba3,月花町の安らげ荘,偽ジャンヌダルク
57,97,Virba1,サーフィス,赤頭巾
58,97,Virba1,サーフィス,T4Y
59,97,Virba2,Abyss,あおみとり
60,97,Virba1,サーフィス,ピコ417
61,97,Virba3,,ほんみょんぼ
62,97,Virba2,Oblivion,おぶりっぴぃ
63,97,Virba4,朧桜,れぷれ
64,97,Virba3,月花町の安らげ荘,サイネリア
65,97,Virba4,月華,ライムの助
66,97,Virba4,朧桜,チーチー
67,97,Virba4,月華,hiroちあん
68,97,Virba2,NoCtuRN,メンへラおぢさん
69,97,Virba4,Harmony,ヴィオラo
70,97,Virba2,Abyss,ロックネット
71,97,Virba2,Oblivion,牡羊座のシオン
72,97,Virba4,Harmony,ノクシス
73,97,Virba2,Oblivion,ねもねも
74,97,Virba1,サーフィス,ゴゾロック
75,97,Virba4,月華,詩音
76,97,Virba4,Harmony,カサンドラ
77,97,Virba2,Oblivion,桐ケ谷和人
78,97,Virba4,HOALOHA友,べろりんぬちゃん
79,97,Virba4,すんすんらんど,o鮫o
80,96,Virba4,すんすんらんど,o鰒o
81,96,Virba2,Abyss,Icoring
82,96,Virba4,Harmony,ムーミン改
83,96,Virba3,どすこい酒造,メルラン
84,96,Virba4,朧桜,糸色女子言周
85,96,Virba1,サーフィス,シグルト
86,96,Virba1,サーフィス,おれかふぇ
87,96,Virba4,血盟騎士団,だうにー
88,96,Virba4,Harmony,Posaune
89,96,Virba2,Oblivion,o聖華o
90,96,Virba4,Harmony,ナイスネイチャ
91,96,Virba4,朧桜,せっけんパンダ
92,96,Virba4,Harmony,カエデッシモ
93,96,Virba4,猫と愉快な仲間,バーサス
94,96,Virba2,NoCtuRN,Litz
95,96,Virba3,月花町の安らげ荘,ナブディス
96,96,Virba4,朧桜,U7
97,96,Virba2,Oblivion,定時シンデレラ
98,96,Virba2,Oblivion,VioILet
99,96,Virba4,Harmony,ZioZio
100,96,Virba1,サーフィス,天ぷらそば
