rank,level,server,guild,character
1,99,Virba2,Oblivion,wasabi5
2,99,Virba2,Oblivion,楓渚
3,99,Virba2,Oblivion,佐天涙子のよっ友
4,99,Virba4,朧桜,もんすーん
5,98,Virba4,血盟騎士団,えるむ
6,98,Virba3,月花町の安らげ荘,善良なノヴァ
7,98,Virba2,Oblivion,元すもうぶ
8,97,Virba2,Oblivion,のりちん
9,97,Virba2,Oblivion,ざっこ
10,97,Virba3,月花町の安らげ荘,ひまちゃん
11,97,Virba2,Oblivion,桐ケ谷和人
12,97,Virba1,サーフィス,指宿
13,97,Virba2,Oblivion,あまとぅー
14,97,Virba2,Oblivion,いぼぢん
15,97,Virba4,朧桜,yuユタta
16,97,Virba4,Harmony,駄馬頭琴
17,97,Virba4,Harmony,でんでん太鼓
18,97,Virba2,Oblivion,牡羊座のシオン
19,97,Virba1,サーフィス,鴉鬼
20,97,Virba1,サーフィス,Quixotic
21,97,Virba2,Oblivion,エルフスキー
22,97,Virba2,Oblivion,ーブロニキー
23,97,Virba2,Oblivion,ーBambiー
24,97,Virba2,Abyss,プトティラ
25,97,Virba4,Harmony,ける
26,97,Virba4,月華,きよきよしい
27,97,Virba4,朧桜,ミケーレ
28,97,Virba1,Lamium,ホー助君DXsp
29,97,Virba4,朧桜,RaitaN
30,97,Virba4,Harmony,へっぽこ牧太郎
31,97,Virba2,Oblivion,いずみ
32,97,Virba1,NoWords,Bye
33,97,Virba4,Harmony,じぇけ
34,97,Virba1,サーフィス,RONTAMA
35,97,Virba4,朧桜,うりりん
36,97,Virba2,Oblivion,おぶりっぴぃ
37,97,Virba2,Oblivion,ゆめっち
38,97,Virba4,Harmony,おすぎとぴーこ
39,97,Virba4,朧桜,ーAMIー
40,97,Virba4,猫と愉快な仲間,邪夢JAM
41,97,Virba4,朧桜,UEPOM
42,97,Virba4,Harmony,ジゼルタ
43,97,Virba2,Abyss,ぷちにゃんこ
44,97,Virba4,Harmony,床calmato
45,97,Virba4,猫と愉快な仲間,oニケo
46,97,Virba2,Oblivion,ーArroWー
47,97,Virba4,朧桜,魔天ノ人
48,97,Virba4,猫と愉快な仲間,あられみっくす
49,97,Virba1,サーフィス,UKA
50,97,Virba2,Oblivion,張遼
51,97,Virba2,Oblivion,狂ちゃん
52,97,Virba1,サーフィス,赤頭巾
53,97,Virba1,サーフィス,アルシア
54,97,Virba2,Oblivion,原田マハラジャ
55,97,Virba3,月花町の安らげ荘,偽ジャンヌダルク
56,97,Virba2,Oblivion,れもちゃん
57,97,Virba2,Oblivion,ShinShin
58,97,Virba4,猫と愉快な仲間,Ehekatl
59,97,Virba1,サーフィス,T4Y
60,97,Virba2,Abyss,あおみとり
61,97,Virba4,Harmony,Posaune
62,97,Virba1,サーフィス,ピコ417
63,97,Virba2,NoCtuRN,メンへラおぢさん
64,97,Virba3,,ほんみょんぼ
65,97,Virba4,朧桜,れぷれ
66,97,Virba3,月花町の安らげ荘,サイネリア
67,97,Virba2,Oblivion,定時シンデレラ
68,97,Virba4,朧桜,チーチー
69,97,Virba2,Abyss,ロックネット
70,97,Virba4,Harmony,ヴィオラo
71,97,Virba4,月華,ライムの助
72,97,Virba4,月華,hiroちあん
73,97,Virba4,Harmony,ノクシス
74,97,Virba2,Oblivion,ねもねも
75,97,Virba1,サーフィス,ゴゾロック
76,97,Virba4,月華,詩音
77,97,Virba4,Harmony,カサンドラ
78,97,Virba2,NoCtuRN,Litz
79,97,Virba4,HOALOHA友,べろりんぬちゃん
80,97,Virba4,朧桜,糸色女子言周
81,97,Virba4,すんすんらんど,o鮫o
82,97,Virba4,血盟騎士団,だうにー
83,97,Virba4,すんすんらんど,o鰒o
84,97,Virba4,Harmony,MEVIUS
85,97,Virba4,Harmony,なすたねっとo
86,96,Virba4,猫と愉快な仲間,バーサス
87,96,Virba3,どすこい酒造,メルラン
88,96,Virba1,サーフィス,おれかふぇ
89,96,Virba2,Abyss,玖磨
90,96,Virba1,サーフィス,シグルト
91,96,Virba4,Harmony,ZioZio
92,96,Virba2,Oblivion,o聖華o
93,96,Virba4,Harmony,ナイスネイチャ
94,96,Virba4,,ムーミン改
95,96,Virba4,朧桜,せっけんパンダ
96,96,Virba4,Harmony,カエデッシモ
97,96,Virba2,Oblivion,VioILet
98,96,Virba1,サーフィス,天ぷらそば
99,96,Virba3,月花町の安らげ荘,ナブディス
100,96,Virba4,猫と愉快な仲間,超フェンリル
